"ID","CAMP_NAME","CATE1","CATE2","CATE3","SIDO_NAME","SIGUGUN_NAME","EUPMYUNDONG_NAME","RY_NAME","BUNJI_NAME","ROAD_NAME","BUILDING_NUM","LATITUDE","LONGITUDE","ZIP","ROAD_ADDRESS","JIBUN_ADDRESS","PHONE","HOMEPAGE","VENDOR","WEEKDAY_OP_STATUS","WEEKEND_OP_STATUS","SPRING_OP_STATUS","SUMMER_OP_STATUS","FALL_OP_STATUS","WINTER_OP_STATUS","FACIL_ELECTRICITY","FACIL_HOT_WATER","FACIL_WIFI","FACIL_CAMPFIRE","FACIL_TRAIL","FACIL_POOL","FACIL_PLAYGROUND","FACIL_MART","FACIL_RESTROOM","FACIL_SHOWERROOM","FACIL_SINK","FACIL_EXTINGUISHER","SURR_FACIL_FISHING","SURR_FACIL_TRAIL","SURR_FACIL_BEACH","SURR_FACIL_MARITIME_LEISURE","SURR_FACIL_VALLEY","SURR_FACIL_STREAM","SURR_FACIL_POOL","SURR_FACIL_YOUTH_EXPERIENCE","SURR_FACIL_RURAL_EXPERIENCE","SURR_FACIL_CHILDRENS_PLAY","GLAM_BED","GLAM_TV","GLAM_FREEZER","GLAM_INTERNET","GLAM_RESTROOM","GLAM_AIRCON","GLAM_HEATER","GLAM_COOKWARE","FACIL_CHARACTERISTICS","FACIL_DETAIL","REG_DATE","LOCATION","BOX_PHOTO_IMAGES","CAMP_INTRO_IMAGES"
5538,"들꽃여울캠핑장","여가활동","캠핑","일반야영장,자동차야영장","경기도","가평군","설악면","가일리","100-2 번지","어비산길","130-6 번",37.5973,127.5055,"12473","경기도 가평군 설악면 어비산길 130-6","경기도 가평군 설악면 가일리 100-2","031-584-3985","http://wfcamping.com","민간","평일 미운영","주말 운영","봄 운영","여름 운영","가을 운영","겨울 미운영","전기 사용가능","온수 사용가능","wifi 사용가능","장작판매","산책로 없음","물놀이장 보유","놀이터 보유","마트 있음","2","2","6","6","낚시 시설없음","시설 주변 산책로 있음","시설 주변 물놀이(해수욕장) 없음","시설 주변 물놀이(수상레저) 없음","시설 주변 물놀이(계곡) 없음","시설 주변 물놀이(강) 없음","시설 주변 물놀이(수영장) 없음","시설 주변 물놀이(청소년체험시설) 없음","시설 주변 물놀이(농어촌체험시설) 없음","시설 주변 물놀이(어린이놀이시설) 없음","글램핑 침대 미보유","글램핑 TV 미보유","글램핑 냉장고 미보유","글램핑 유무선 인터넷 미보유","글램핑 내부화장실 미보유","글램핑 에어컨 미보유","글램핑 난방기 미보유","글램핑 취사도구 미보유","반려동물 동반 가능한 캠핑장","경기도 가평군 설악면에 위치한 들꽃여울캠핑장은 캠핑장에 4계절 꽃을 볼 수 있는 가든이 있는 캠핑장으로 1급수 계곡과 맑은 그늘에서 호젓하게 시간을 보낼 수 있는 전원형 캠핑장이다.  캠핑장은 우선 암담한 크기로 누구나 부담이 없이 이용하기에 적당한 6m×9m 사이트를 총 6면 규모로 운영하는 소형 캠핑장이나 &apos;2017 문화 체육 관광부가 선정한 캠핑장 활성화 프로그램운영 시범 사업장&apos;으로 선정 될 만큼 관리가 뛰어나고 체험프로그램이 좋다. 공용 부대시설동에 마련되어 있는 북카페 겸 작은 음악회 공간은 이용객들은 물론 동네 사랑방이 되기에 충분하다.    관리실은 카페와 같이 운영되고 있고 공용 부대시설은 너무나 관리가 잘되어 단골손님이 많은 이유이겠다. 반려동물 입장이 가능하다.","2024-05-09",,"",""
5539,"들꽃피는언덕 캠핑장","여가활동","캠핑","일반야영장,글램핑","경기도","양주시","백석읍","기산리","176-2 번지","권율로","870 번",37.7762,126.96,"11518","경기도 양주시 백석읍 권율로 870","경기도 양주시 백석읍 기산리 176-2","정보없음","cafe.naver.com/flowercamp","민간","평일 운영","주말 운영","봄 운영","여름 운영","가을 운영","겨울 운영","전기 사용가능","온수 사용가능","wifi 사용불가","장작판매","산책로 없음","물놀이장 보유","놀이터 보유","마트 없음","5","5","1","15","낚시 시설없음","시설 주변 산책로 있음","시설 주변 물놀이(해수욕장) 없음","시설 주변 물놀이(수상레저) 없음","시설 주변 물놀이(계곡) 없음","시설 주변 물놀이(강) 있음","시설 주변 물놀이(수영장) 없음","시설 주변 물놀이(청소년체험시설) 없음","시설 주변 물놀이(농어촌체험시설) 없음","시설 주변 물놀이(어린이놀이시설) 없음","글램핑 침대 보유","글램핑 TV 미보유","글램핑 냉장고 보유","글램핑 유무선 인터넷 보유","글램핑 내부화장실 보유","글램핑 에어컨 미보유","글램핑 난방기 보유","글램핑 취사도구 보유","예쁜정원이 있는 캠핑장","경기도 양주 들꽃피는언덕은 그 이름처럼 봄부터 가을까지 꽃을 구경할 수 있는 예쁜정원이 있는 캠핑장이다. 입구에 카페와 잔디언덕이 있고 그 뒷편에 글램핑장, 파쇄석 캠핑장이 계단식으로 펼쳐져 있다. 올라가면 갈수록 산에서나 볼 수 있는 멋진 전경을 감상할 수 있다. 특히 오래된 큰 소나무아래 글램핑에서 바라본 기산저수지의 경치는 감탄할만 하다. 뛰어난 전망과 주위경관은 일품이다.  차는 입구의 주차장에 주차하고 계단식 사이트로의 짐은 캠장이 전동카트로 옮겨 준다. 캠핑장은 6동의 글램핑과 14사이트의 파쇄석 캠핑장으로 구분된다. 가장 아랫부분에 글램핑4동, 단독 글램핑 2동이 마련되어 있고 그 옆과 위편으로 계단식 파쇄석 캠핑장이 펼쳐진다. 편의시설로 19년 여름에 새로 신축한 화장실, 샤워장, 개수대 시설은 신축답게 깔끔하고 깨끗해서 사용하기 편하다. ","2024-05-09",,"",""
5552,"땅에미소 오토캠핑장","여가활동","캠핑","자동차야영장","경기도","연천군","청산면","장탄리","509-1 번지","거저울길","339 번",38.0558,127.0864,"11020","경기도 연천군 청산면 거저울길 339","경기도 연천군 청산면 장탄리 509-1","정보없음","http://www.땅에미소.kr/","민간","평일 운영","주말 운영","봄 운영","여름 운영","가을 운영","겨울 운영","전기 사용가능","온수 사용가능","wifi 사용불가","장작판매","산책로 있음","물놀이장 보유","놀이터 보유","마트 있음","3","1","3","70","낚시 시설 있음","시설 주변 산책로 없음","시설 주변 물놀이(해수욕장) 없음","시설 주변 물놀이(수상레저) 없음","시설 주변 물놀이(계곡) 없음","시설 주변 물놀이(강) 없음","시설 주변 물놀이(수영장) 없음","시설 주변 물놀이(청소년체험시설) 없음","시설 주변 물놀이(농어촌체험시설) 없음","시설 주변 물놀이(어린이놀이시설) 없음","글램핑 침대 미보유","글램핑 TV 미보유","글램핑 냉장고 미보유","글램핑 유무선 인터넷 미보유","글램핑 내부화장실 미보유","글램핑 에어컨 미보유","글램핑 난방기 미보유","글램핑 취사도구 미보유","유기농채험농장","알수없음","2024-05-09",,"",""
5554,"또올래캠핑장","여가활동","캠핑","일반야영장,자동차야영장","경기도","가평군","북면","적목리","119-1 번지","가화로","2745-70 번",37.9745,127.4479,"12400","경기도 가평군 북면 가화로 2745-70","경기도 가평군 북면 적목리 119-1","정보없음","http://ddoolleh.itpage.kr/","민간","평일 운영","주말 운영","봄 운영","여름 운영","가을 운영","겨울 운영","전기 사용가능","온수 사용가능","wifi 사용가능","장작판매","산책로 없음","물놀이장 보유","놀이터 미보유","마트 있음","6","6","18","50","낚시 시설 있음","시설 주변 산책로 있음","시설 주변 물놀이(해수욕장) 없음","시설 주변 물놀이(수상레저) 없음","시설 주변 물놀이(계곡) 없음","시설 주변 물놀이(강) 있음","시설 주변 물놀이(수영장) 없음","시설 주변 물놀이(청소년체험시설) 없음","시설 주변 물놀이(농어촌체험시설) 없음","시설 주변 물놀이(어린이놀이시설) 있음","글램핑 침대 미보유","글램핑 TV 미보유","글램핑 냉장고 미보유","글램핑 유무선 인터넷 미보유","글램핑 내부화장실 미보유","글램핑 에어컨 미보유","글램핑 난방기 미보유","글램핑 취사도구 미보유","어린이 놀이시설, 계곡 물놀이 가능","경기도 가평군 북면에 위치하며 민둥산 방향 목동초등학교 명지분교 인근에 위치한다.     북면사무소 목동 시외버스 터미널에서 명지산 방향으로 30여분이면 도착이 가능하다. 명지산 깊은 계곡을 끼고 있어 수량이 풍부하여 물놀이가 가능한 장점이 있다.     오토캠핑과 일반캠핑사이트를 구분 없이 이용할 수 있도록 계단식 사이트를 구성하였다. 캠핑장 내 자작나무숲 등 각종 나무가 캠핑장에 많아 텐트 설치가 용이하다. 또한 차도와 사이트를 분리하여 아이들에 안전한 캠핑장을 추구한다. 특히 가족 캠퍼들이 많아 아이들을 위한 기차놀이, 트램블린을 설치하여 운영 중이다. 공용시설은 2곳에 마련되어 있다. 개수대 및 화장실 음수대가 설치되어 있으며 공용 화장실과 샤워실 개수대는 관리 상태가 양호하여 이용객들에게 즐거움을 준다. 캠핑장 아래 수령이 풍부한 맑은 물이 흐르는 계곡이 있어 가을철에는 송어잡이, 메기 맨손잡이 행사를 진행한다. 인근 산책로와 등산로 이구가 있다.  캠핑장 안에 공용시설에 어린이 놀이터와 카페를 운영중이다. 관리실 매장은 많은 상품을 구비하여 이용자들에게 편리함을 제공한다.  ","2024-05-09",,"",""
5555,"뚜뚜글램핑","여가활동","캠핑","글램핑","경기도","가평군","가평읍","두밀리","56-3 번지","태봉두밀로406번길","14-27 번",37.8186,127.4577,"12425","경기도 가평군 가평읍 태봉두밀로406번길 14-27","경기도 가평군 가평읍 두밀리 56-3","정보없음","http://www.gp-valley.co.kr/","민간","평일 운영","주말 운영","봄 운영","여름 운영","가을 운영","겨울 운영","전기 사용가능","온수 사용불가","wifi 사용가능","장작 미판매","산책로 없음","물놀이장 보유","놀이터 미보유","마트 없음","1","1","0","0","낚시 시설없음","시설 주변 산책로 없음","시설 주변 물놀이(해수욕장) 없음","시설 주변 물놀이(수상레저) 없음","시설 주변 물놀이(계곡) 없음","시설 주변 물놀이(강) 없음","시설 주변 물놀이(수영장) 없음","시설 주변 물놀이(청소년체험시설) 없음","시설 주변 물놀이(농어촌체험시설) 없음","시설 주변 물놀이(어린이놀이시설) 없음","글램핑 침대 보유","글램핑 TV 보유","글램핑 냉장고 보유","글램핑 유무선 인터넷 보유","글램핑 내부화장실 보유","글램핑 에어컨 보유","글램핑 난방기 보유","글램핑 취사도구 보유","야외수영장, 어린이 시설","뚜뚜글램핑은 오나르캠핑장에서 운영하는 글램핑이다. 이곳은 두밀리 펜션단지 안에 위치하고 있는데, 바로 아래쪽에 계곡이 흐르고 맞은편으로 대금산이 조망되는 풍광좋은 곳이다. 입구에 들어서면 가장 먼저 타원형으로 지어진 수영장이 반기고 안쪽으로 팬션건물과 잔디마당. 작은 정원이 있다. 글램핑은 잔디마당 가장 자리 계곡과 도로쪽으로 배치되어 있다. 뚜뚜글램핑은 아이들을 위한 시설들이 잘구비되어 있다. 어린이들을 위한 실내 풀장과 야외수영장, 토끼사육장. 어린이 놀이터, 카페 등의 다양한 시설들이 함께 운영되고 있다.","2024-05-09",,"",""
5562,"라무키즈글램핑","여가활동","캠핑","일반야영장,글램핑","경기도","가평군","북면","도대리","324-9 번지","가화로","2372-42 번",37.9545,127.4781,"12401","경기도 가평군 북면 가화로 2372-42","경기도 가평군 북면 도대리 324-9","정보없음","http://www.xn--bj0bw3p2d48lc56b.com/","민간","평일 운영","주말 운영","봄 운영","여름 운영","가을 운영","겨울 운영","전기 사용가능","온수 사용불가","wifi 사용가능","장작 미판매","산책로 없음","물놀이장 보유","놀이터 미보유","마트 있음","1","1","0","0","낚시 시설없음","시설 주변 산책로 없음","시설 주변 물놀이(해수욕장) 없음","시설 주변 물놀이(수상레저) 없음","시설 주변 물놀이(계곡) 없음","시설 주변 물놀이(강) 없음","시설 주변 물놀이(수영장) 없음","시설 주변 물놀이(청소년체험시설) 없음","시설 주변 물놀이(농어촌체험시설) 없음","시설 주변 물놀이(어린이놀이시설) 없음","글램핑 침대 보유","글램핑 TV 보유","글램핑 냉장고 보유","글램핑 유무선 인터넷 보유","글램핑 내부화장실 미보유","글램핑 에어컨 보유","글램핑 난방기 보유","글램핑 취사도구 미보유","명지계곡과 가평천, 명지산이 보이는 뷰"," 가평을 대표하는 명지산과 화악산. 두 개의 산 사이를 흐르는 물길이 가평천이다. 라무키즈글램핑은 이곳에서도 최고의 경치를 자랑하는 명지계곡과 조무락골 중간쯤 가평천과 명지산이 한눈에 바라다 보이는 전망좋은 언덕. 펜션단지에 위치하고 있다. 이곳은 아이들을 중심으로 설계된 풀빌라 펜션과 키즈 ㄱ글램핑이 함께 운영되고 있다. 풀빌라 아래쪽에 마련된 캠핑장은 큐브형태의 럭셔리 글램핑이다. 돔이 있는 야외 수졍장과 노래 놀이터, 작은 토끼사육장이 있고, 방바다 2층형으로 되어 있어 아이들이 특히 좋아한다. 또한 객실마다 개별 샤워실이 주어지고, 아침 조심을 제공하는 식당이 운영하고 있다.","2024-05-09",,"",""
5568,"라온캠핑장","여가활동","캠핑","자동차야영장","경기도","가평군","청평면","호명리","342-6 번지","호반로","740 번",37.7089,127.4664,"12455","경기도 가평군 청평면 호반로 740","경기도 가평군 청평면 호명리 342-6","정보없음","정보없음","민간","평일 미운영","주말 미운영","봄 미운영","여름 미운영","가을 미운영","겨울 미운영","전기 사용불가","온수 사용불가","wifi 사용불가","장작 미판매","산책로 없음","물놀이장 미보유","놀이터 미보유","마트 없음","1","1","0","0","낚시 시설없음","시설 주변 산책로 없음","시설 주변 물놀이(해수욕장) 없음","시설 주변 물놀이(수상레저) 없음","시설 주변 물놀이(계곡) 없음","시설 주변 물놀이(강) 없음","시설 주변 물놀이(수영장) 없음","시설 주변 물놀이(청소년체험시설) 없음","시설 주변 물놀이(농어촌체험시설) 없음","시설 주변 물놀이(어린이놀이시설) 없음","글램핑 침대 미보유","글램핑 TV 미보유","글램핑 냉장고 미보유","글램핑 유무선 인터넷 미보유","글램핑 내부화장실 미보유","글램핑 에어컨 미보유","글램핑 난방기 미보유","글램핑 취사도구 미보유","청평호 뷰, 수상레저","위치 : 경기도 가평군 청평면 청평호에 위치한다.     글램핑장은 청평호 조망이 가능하도록 설계되어 있고 동일업체가 운영 중인 수상레저를 포함한 고급 대단위 글램핑 시설이다    접근성 : 청평면 시내에서 접근이 쉬우며 최근 가평대교 개통으로 대도시 인접 접근성이 용이한 고급스런 글램핑 시설이다. 청평역을 이용한 대중교통 수단으로 접근이 가능하고 호명산, 새덕산 등이 접해있어 호수와 숲을 품은 휴양시설로 4계절 아름다운 경치를 감상 할 수 있다. 연계 관광코스로는 아침고요 수목원과 인근 쁘띠프랑스가 있다.    사이트정보 : 글랜핑 사이트는 28동으로 가각 타입별로 특징적인 시설을 하고 있으며 레져 시설과 함께 묶은 패키지 상품도 이용할 수 있다. 글램핑 사이트는 국제 디자인 어워드인 레드닷 어워드 등 유수 디자인상을 2016, 2017년 연속 수상하는 등 독특함과 함께 미학적인 아름다움을 고객이 편하게 쉴 수 있도록 기능과 안전성을 중시하고 있다. 사이트 내 이용시설 구성품 및 내부 샤워실 청결상태 양호하다. ","2024-05-09",,"",""
5574,"랩도그빌애견캠핑장","여가활동","캠핑","자동차야영장","경기도","연천군","청산면","대전리","406 번지","청창로200번길","33 번",38.0082,127.0882,"11022","경기도 연천군 청산면 청창로200번길 33","경기도 연천군 청산면 대전리 406","031-832-0506","http://lapdogvill.xyz","민간","평일 운영","주말 운영","봄 운영","여름 미운영","가을 운영","겨울 운영","전기 사용가능","온수 사용가능","wifi 사용불가","장작 미판매","산책로 없음","물놀이장 미보유","놀이터 보유","마트 없음","1","1","1","0","낚시 시설 있음","시설 주변 산책로 없음","시설 주변 물놀이(해수욕장) 없음","시설 주변 물놀이(수상레저) 없음","시설 주변 물놀이(계곡) 없음","시설 주변 물놀이(강) 있음","시설 주변 물놀이(수영장) 없음","시설 주변 물놀이(청소년체험시설) 없음","시설 주변 물놀이(농어촌체험시설) 없음","시설 주변 물놀이(어린이놀이시설) 없음","글램핑 침대 미보유","글램핑 TV 미보유","글램핑 냉장고 미보유","글램핑 유무선 인터넷 미보유","글램핑 내부화장실 미보유","글램핑 에어컨 미보유","글램핑 난방기 미보유","글램핑 취사도구 미보유","반려동물 동반 가능한 캠핑장","반려견이 입질이나 공격성이 강하면, 입장시 반드시 입마개를 착용하셔야 합니다.","2024-05-09",,"",""
5581,"레이크문캠핑장","여가활동","캠핑","자동차야영장","경기도","포천시","영중면","성동리","339-1 번지","호국로3296번길","31-46 번",38.0341,127.2656,"11127","경기도 포천시 영중면 호국로3296번길 31-46","경기도 포천시 영중면 성동리 339-1","정보없음","https://cafe.naver.com/lakemooncamp","민간","평일 운영","주말 운영","봄 운영","여름 운영","가을 운영","겨울 운영","전기 사용가능","온수 사용가능","wifi 사용가능","장작판매","산책로 있음","물놀이장 보유","놀이터 보유","마트 있음","4","4","15","25","낚시 시설 있음","시설 주변 산책로 있음","시설 주변 물놀이(해수욕장) 없음","시설 주변 물놀이(수상레저) 없음","시설 주변 물놀이(계곡) 없음","시설 주변 물놀이(강) 있음","시설 주변 물놀이(수영장) 없음","시설 주변 물놀이(청소년체험시설) 없음","시설 주변 물놀이(농어촌체험시설) 있음","시설 주변 물놀이(어린이놀이시설) 없음","글램핑 침대 미보유","글램핑 TV 미보유","글램핑 냉장고 미보유","글램핑 유무선 인터넷 미보유","글램핑 내부화장실 미보유","글램핑 에어컨 미보유","글램핑 난방기 미보유","글램핑 취사도구 미보유","호수가 있고 산책로와 어린이 놀이시설이 있는 캠핑장","저희는 가족전용 캠핑장입니다! 저희는 무조건 에티켓타임과 흡연관련해서는 무조건 준수입니다. 불이행시 환불없이 강제퇴실 조치를 하고 있습니다.  이외 자세한 내용은 홈페이지 공지사항 필독 부탁드립니다.","2024-05-09",,"",""
5586,"로얄카바나","여가활동","캠핑","글램핑","경기도","연천군","연천읍","고문리","420-1 번지","현문로","339-10 번",38.0636,127.1015,"11018","경기도 연천군 연천읍 현문로 339-10","경기도 연천군 연천읍 고문리 420-1","031-834-8383","정보없음","민간","평일 운영","주말 운영","봄 운영","여름 운영","가을 운영","겨울 운영","전기 사용가능","온수 사용불가","wifi 사용가능","장작 미판매","산책로 없음","물놀이장 미보유","놀이터 보유","마트 없음","1","1","0","15","낚시 시설없음","시설 주변 산책로 없음","시설 주변 물놀이(해수욕장) 없음","시설 주변 물놀이(수상레저) 없음","시설 주변 물놀이(계곡) 없음","시설 주변 물놀이(강) 없음","시설 주변 물놀이(수영장) 없음","시설 주변 물놀이(청소년체험시설) 없음","시설 주변 물놀이(농어촌체험시설) 없음","시설 주변 물놀이(어린이놀이시설) 없음","글램핑 침대 보유","글램핑 TV 미보유","글램핑 냉장고 보유","글램핑 유무선 인터넷 보유","글램핑 내부화장실 보유","글램핑 에어컨 보유","글램핑 난방기 보유","글램핑 취사도구 보유","놀이터, 운동시설","알수없음","2024-05-09",,"",""
5587,"로코코캠핑장","여가활동","캠핑","자동차야영장","경기도","남양주시","수동면","지둔리","366-2 번지","지둔로","358-4 번",37.715,127.2998,"12028","경기도 남양주시 수동면 지둔로 358-4","경기도 남양주시 수동면 지둔리 366-2","정보없음","http://cafe.naver.com/rocococamping","민간","평일 미운영","주말 미운영","봄 운영","여름 운영","가을 운영","겨울 운영","전기 사용가능","온수 사용가능","wifi 사용가능","장작판매","산책로 없음","물놀이장 보유","놀이터 미보유","마트 있음","2","2","2","9","낚시 시설없음","시설 주변 산책로 없음","시설 주변 물놀이(해수욕장) 없음","시설 주변 물놀이(수상레저) 없음","시설 주변 물놀이(계곡) 없음","시설 주변 물놀이(강) 있음","시설 주변 물놀이(수영장) 없음","시설 주변 물놀이(청소년체험시설) 없음","시설 주변 물놀이(농어촌체험시설) 있음","시설 주변 물놀이(어린이놀이시설) 없음","글램핑 침대 미보유","글램핑 TV 미보유","글램핑 냉장고 미보유","글램핑 유무선 인터넷 미보유","글램핑 내부화장실 미보유","글램핑 에어컨 미보유","글램핑 난방기 미보유","글램핑 취사도구 미보유","계곡 물놀이, 농어촌체험시설","알수없음","2024-05-09",,"",""
5589,"로하스캠핑","여가활동","캠핑","자동차야영장","경기도","연천군","","삼곶리","","","",38.137,127.0187,"11004","","경기도 연천군 중면 삼곶리","정보없음","https://cafe.naver.com/lohascamp","민간","평일 운영","주말 운영","봄 운영","여름 운영","가을 운영","겨울 운영","전기 사용가능","온수 사용가능","wifi 사용가능","장작판매","산책로 없음","물놀이장 보유","놀이터 보유","마트 없음","2","1","1","25","낚시 시설 있음","시설 주변 산책로 있음","시설 주변 물놀이(해수욕장) 없음","시설 주변 물놀이(수상레저) 없음","시설 주변 물놀이(계곡) 없음","시설 주변 물놀이(강) 없음","시설 주변 물놀이(수영장) 없음","시설 주변 물놀이(청소년체험시설) 없음","시설 주변 물놀이(농어촌체험시설) 없음","시설 주변 물놀이(어린이놀이시설) 없음","글램핑 침대 미보유","글램핑 TV 미보유","글램핑 냉장고 미보유","글램핑 유무선 인터넷 미보유","글램핑 내부화장실 미보유","글램핑 에어컨 미보유","글램핑 난방기 미보유","글램핑 취사도구 미보유","산책로, 낚시, 물놀이장 사용 가능","알수없음","2024-05-09",,"",""
5599,"리스캐빈","여가활동","캠핑","자동차야영장","경기도","가평군","설악면","가일리","261-10 번지","유명산길","61-19 번",37.5969,127.492,"12473","경기도 가평군 설악면 유명산길 61-19","경기도 가평군 설악면 가일리 261-10","정보없음","http://www.leescabin.com/","민간","평일 운영","주말 운영","봄 운영","여름 운영","가을 운영","겨울 미운영","전기 사용가능","온수 사용가능","wifi 사용가능","장작판매","산책로 없음","물놀이장 미보유","놀이터 미보유","마트 없음","1","1","0","0","낚시 시설없음","시설 주변 산책로 없음","시설 주변 물놀이(해수욕장) 없음","시설 주변 물놀이(수상레저) 없음","시설 주변 물놀이(계곡) 없음","시설 주변 물놀이(강) 없음","시설 주변 물놀이(수영장) 없음","시설 주변 물놀이(청소년체험시설) 없음","시설 주변 물놀이(농어촌체험시설) 없음","시설 주변 물놀이(어린이놀이시설) 없음","글램핑 침대 미보유","글램핑 TV 미보유","글램핑 냉장고 미보유","글램핑 유무선 인터넷 미보유","글램핑 내부화장실 미보유","글램핑 에어컨 미보유","글램핑 난방기 미보유","글램핑 취사도구 미보유","유명산 계곡을 따라 위치함","알수없음","2024-05-09",,"",""
5603,"리즈밸리 글램핑캠핑장","여가활동","캠핑","카라반,글램핑","경기도","가평군","설악면","가일리","40 번지","어비산길","201-34 번",37.5915,127.5128,"12473","경기도 가평군 설악면 어비산길 201-34","경기도 가평군 설악면 가일리 40","031-584-2751","http://lizvalley.com/sub/index.php","민간","평일 운영","주말 운영","봄 운영","여름 운영","가을 운영","겨울 미운영","전기 사용가능","온수 사용가능","wifi 사용가능","장작판매","산책로 없음","물놀이장 보유","놀이터 보유","마트 없음","2","2","11","13","낚시 시설 있음","시설 주변 산책로 있음","시설 주변 물놀이(해수욕장) 없음","시설 주변 물놀이(수상레저) 없음","시설 주변 물놀이(계곡) 없음","시설 주변 물놀이(강) 있음","시설 주변 물놀이(수영장) 없음","시설 주변 물놀이(청소년체험시설) 없음","시설 주변 물놀이(농어촌체험시설) 있음","시설 주변 물놀이(어린이놀이시설) 없음","글램핑 침대 보유","글램핑 TV 보유","글램핑 냉장고 보유","글램핑 유무선 인터넷 보유","글램핑 내부화장실 미보유","글램핑 에어컨 미보유","글램핑 난방기 보유","글램핑 취사도구 미보유","계곡 물놀이, 야외수영장","리즈밸리 글램핑캠핑장은 경기도 가평군 설악면에 위치한 여러 캠핑장들과 펜션이 모인 전원주택마을 중 계곡이 좋고 맑은 그늘을 자랑하는 곳에 자리한 호젓하게 시간을 보낼 수 있는 아름다운 캠핑장이다.    캠핑장은 눈으로 봐도 사이트와 사이트 거리가 상당히 넓다. 공개적인 장소에서 나름 사생활을 보호하기 좋은 사이트배치이다. 사이트는 3m×6m의 넉넉한 사이즈 12동에 카라반을 1대 운영한다. 글램핑 입구는 숲이 우거진 계곡으로 나있어 천연 파티션 역할을 하며 그늘을 제공한다. 부대시설로 수영장과 공이 밖으로 달아날 염려가 없는 높은 펜스가 쳐진 족구장이 있으며 카라반은  3m×6m 풀사이즈로 내부시설 및 청결도가 부족함이 없다. 잔디가 깔린 단독 사이트여서 더욱 좋다.      관리실은 매점과 같이 운영되고 있고 공용 부대시설은 너무나 관리가 잘되어 있다. 세미나를 위한 넓은 홀(사용 예약 유선문의)이 있으며 반려견 입장이 가능한 캠핑장이다.","2024-05-09",,"",""
5616,"마실 야영장","여가활동","캠핑","일반야영장,자동차야영장","경기도","남양주시","오남읍","팔현리","250 번지","팔현로216번길","24-1 번",37.6892,127.23,"12038","경기도 남양주시 오남읍 팔현로216번길 24-1","경기도 남양주시 오남읍 팔현리 250","070-4226-6545","http://cafe.daum.net/maseal/","민간","평일 운영","주말 운영","봄 운영","여름 운영","가을 운영","겨울 운영","전기 사용가능","온수 사용가능","wifi 사용가능","장작판매","산책로 없음","물놀이장 보유","놀이터 보유","마트 없음","4","4","2","40","낚시 시설 있음","시설 주변 산책로 있음","시설 주변 물놀이(해수욕장) 없음","시설 주변 물놀이(수상레저) 없음","시설 주변 물놀이(계곡) 없음","시설 주변 물놀이(강) 있음","시설 주변 물놀이(수영장) 있음","시설 주변 물놀이(청소년체험시설) 없음","시설 주변 물놀이(농어촌체험시설) 없음","시설 주변 물놀이(어린이놀이시설) 없음","글램핑 침대 미보유","글램핑 TV 미보유","글램핑 냉장고 미보유","글램핑 유무선 인터넷 미보유","글램핑 내부화장실 미보유","글램핑 에어컨 미보유","글램핑 난방기 미보유","글램핑 취사도구 미보유","계곡 물놀이, 산책로"," 수도권에서 자동차로 약 30분 정도만 가면 카페, 펜션, 캠핑장이 잘 조화를 이룬 휴식처가 있다. 바로 마실야영장이다. 한곳에서 캠핑, 펜션 그리고 가든파티를 즐길 수 있어 마실캠프라고 부른다.   경기도 남양주 오남호수를 지나자마자 우측 산지에 펼쳐진 마실야영장은 약 20,000㎡ 규모의 큰 숲속에 50여개의 캠핑사이트와 펜션, 그리고 어린시절 추억을 떠올리게 하는 어린왕자 카페와 가든 레스토랑을 갖춘 리조트형 캠핑장이다.      캠핑사이트 옆으로 작은 계곡이 지나는데 여름철 수량이 풍부해 아이들 물놀이장으로 손색이 없다. 울창한 숲으로 둘러싸여 있어 세상과 뚝 떨어진 듯한 호젓함을 즐길 수 있다. 부대시설로 매점, 카페, 가든 등이 갖춰져 있어 가족행사나 모임을 갖기에도 좋은 명소다.      캠핑장 초입의 오남호수와 오남도시숲은 연인이나 가족이 산책을 즐기기 좋은 코스로 유명하다. 여름철 7월 중순~8월 중순에는 수영장을 운영한다.","2024-05-09",,"",""
