"ID","NAME","AVG_RATING","REVIEWS","PREDICT"
94,"(주)수동자연마을 힐링별밤수목원캠핑장",4.29," 온수 잘나오고 캠핑장이 깨끗하고 사장님 친절하세요 다만 매너타임이 잘지켜지지 않습니다",1
95,"(주)수동자연마을 힐링별밤수목원캠핑장",4.29," 새벽 시까지 노래를 틀어놓고 노래를 부르는 상황인데 별도의 제지가 없는 점은 매우 아쉽습니다",1
96,"(주)수동자연마을 힐링별밤수목원캠핑장",4.29," 깨끗해요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
97,"(주)수동자연마을 힐링별밤수목원캠핑장",4.29,"금 금요 번째 방문인증 수단예약 슐이슐 리뷰 사진 팔로우 객실명 숲계곡 이용 방법 예약 후목적 데이트 나들이 여행동행 연인 배우자 숲계곡 사이트는 사이트 옆에 주차가 불가합니다",1
98,"(주)수동자연마을 힐링별밤수목원캠핑장",4.29," 계단을 통해 짐을 옮겨야 해서 짐이 많으시다면 좀 힘들 수 있어요 또한 구석에 있는지라 프라이빗하고 조용합니다",1
99,"(주)수동자연마을 힐링별밤수목원캠핑장",4.29," 다만 개수대 화장실 등 편의시설을 이용하려면 사진과 같은 언덕을 계속 오르락내리락해야해서 많이",1
100,"(주)수동자연마을 힐링별밤수목원캠핑장",4.29,"힘들 수 있습니다",1
101,"(주)수동자연마을 힐링별밤수목원캠핑장",4.29," 조용함을 원하신다면 추천 편의를 위한다면 비추천하는 사이트 입니다 온수가 잘 나와요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
102,"(주)수동자연마을 힐링별밤수목원캠핑장",4.29,"토 토요 번째 방문인증 수단예약",1
74,"(주)수동자연마을 힐링별밤수목원캠핑장",4.29," 회 명 참여 조용히 쉬기 좋아요 이 키워드를 선택한 인원 온수가 잘 나와요 이 키워드를 선택한 인원 깨끗해요 이 키워드를 선택한 인원 그늘이 많아요 이 키워드를 선택한 인원 화장실이 잘 되어있어요 이 키워드를 선택한 인원 더보기 ",1
75,"(주)수동자연마을 힐링별밤수목원캠핑장",4.29," 개 평점 명 참여 안내 추천순최신순 정렬 안내 리뷰 클렌징 시스템 작동 중입니다",0
76,"(주)수동자연마을 힐링별밤수목원캠핑장",4.29," 심루이 리뷰 사진 팔로워 테마 팔로우 객실명 힐링 목적 친목 나들이동행 연인 배우자 친구 강남권에서 가까워서 부담없고 힐링 별밤 계곡 숲계곡 백패킹 차박 방가로 등 다양한 종류의 스팟이 있는 힐링별밤수목원 캠핑장 저희는 힐링 사이트였고 박 해서 만 원 할인 받았어요",1
77,"(주)수동자연마을 힐링별밤수목원캠핑장",4.29," 화장실은 힐링과 계곡 사이트에 각각 위치하고 있으니 참고하세요 자세한 후기는 요기로 ",1
78,"(주)수동자연마을 힐링별밤수목원캠핑장",4.29," 조용히 쉬기 좋아요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
79,"(주)수동자연마을 힐링별밤수목원캠핑장",4.29,"토 토요 번째 방문인증 수단예약 리뷰 사진 팔로우 객실명 힐링 이용 방법 예약 후목적 여행동행 아이 조용하고 나름 피톤치드도 있고 잘 쉬다 갔어요 다만 리뷰 의 사람들이 남긴 단점 대로 시에 한 바퀴 돌면서 매너 타임 이라고 얘기해 주시거나 방송으로 시는 매너 타임이니 작게 대화 해 주시고 음악을 꺼 주세요 라고 공지를 해주시면 더이상 바랄게 없겠습니다 온수가 잘 나와요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
80,"(주)수동자연마을 힐링별밤수목원캠핑장",4.29,"화 화요 번째 방문인증 수단예약 리뷰 사진 팔로우 동영상 썸네 객실명 계곡 목적 데이트 여행동행 연인 배우자 바로 앞에 계곡이 있어서 덥지도 않고 시원하게 잘 잤어요 저희가 갔던 날은 평 이라 그런지 되게 조용해서 캠핑을 편하게 더 누릴 수 있었던 거 같아요 샤워실이 개인이고 안에 옷이랑 물건 넣을 수 있는 사물함까지 있어서 물에 안 튀게 편하게 샤워를 할 수 있어서 너무 좋았어요 계곡 소리 들으면서 남자친구랑 힐링 제대로 했네요 다음에 캠핑 생각 있으면 방문 또 하겠습니다 사장님 온수가 잘 나와요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
81,"(주)수동자연마을 힐링별밤수목원캠핑장",4.29," 요 번째 방문인증 수단예약 실비아혜 리뷰 사진 팔로우 객실명 올인클루시브 캠핑카 인원 추가시 추가옵션에서 선택 목적 데이트동행 연인 배우자 불멍 데이트 제대로 하고 왔네요 캠핑카는 한대 뿐이라서 프라이빗 해서 좋았고 캠핑카 앞에 계곡이 흘러 물소리 와 새소리 같이 들으면서 숙면까지 했답니다 캠핑카 이용 해도 샤워시설은 공용 시설을 사용해야 해서 불편함이 있었지만 심지어 조금 멀어요 그것만 빼면 여러모로 박 정도 하면서 느낌내기 만족 이요 뷰가 좋아요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
82,"(주)수동자연마을 힐링별밤수목원캠핑장",4.29,"토 토요 번째 방문인증 수단예약 행봉봉 리뷰 사진 팔로워 팔로우 객실명 별밤 목적 데이트동행 연인 배우자 별밤 예약해서 갔고 노키즈존이라 좋아요 계곡존은 여름에 치열할듯 하네요 불빛도 사이트 가장자리에 너무밝지않게 켜져있고 개수대 온수완전 잘나와요 수압도 굿 다만아쉬움은 화장실안에 샤워기가 한쪽에 있어서 불편한",1
83,"(주)수동자연마을 힐링별밤수목원캠핑장",4.29," 화장실한개당 샤워기한개라",1
84,"(주)수동자연마을 힐링별밤수목원캠핑장",4.29," 화장실이 남자여자 한칸씩 총 개 남녀공용 두개 따로 샤워시설없는게 최대단점이네요 별밤존은 이름답게 밤에 하늘보니 별이 가득 계곡은 물이깊진않아요 개수대가 잘 되어있어요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
85,"(주)수동자연마을 힐링별밤수목원캠핑장",4.29,"금 금요 번째 방문인증 수단예약 리뷰 사진 팔로우 객실명 계곡 목적 여행동행 연인 배우자 처음가본곳이라 불안했지만 너무조용하고 관리도잘되었있습니디",1
86,"(주)수동자연마을 힐링별밤수목원캠핑장",4.29," 박이었지만 정만좋았습니다",1
87,"(주)수동자연마을 힐링별밤수목원캠핑장",4.29,"자주자주 갈것같아요",1
446,"가마실캠핑장",4.71," 회 명 참여 깨끗해요 이 키워드를 선택한 인원 화장실이 잘 되어있어요 이 키워드를 선택한 인원 매너타임이 잘 지켜져요 이 키워드를 선택한 인원 온수가 잘 나와요 이 키워드를 선택한 인원 개수대가 잘 되어있어요 이 키워드를 선택한 인원 더보기 ",1
447,"가마실캠핑장",4.71," 개 평점 명 참여 안내 추천순최신순 정렬 안내 리뷰 클렌징 시스템 작동 중입니다",0
448,"가마실캠핑장",4.71," 꽃에이치 리뷰 사진 팔로워 팔로우 객실명 박전용 파쇄석 차박불가 목적 여행 가족모임동행 연인 배우자 아이 부모님 난로없이 캠핑계절 너무 좋네요 제천까지 조금 먼길이긴 했지만 가족모두 만족하고 갑니다 낚시는 비록 초보무지랭이라 손맛은 못봤지만 저수지뷰 너무 좋았어요 친절하신 사장님도 감사했습니다 깨끗해요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
449,"가마실캠핑장",4.71,"금 금요 번째 방문인증 수단예약 남매맘 리뷰 사진 팔로우 객실명 스페셜타프 번 박우선 데크 주차는주차장 이용 방법 예약 후 저수지 계곡이 있는 자연친화적인 캠핑장이에요",1
450,"가마실캠핑장",4.71," 그런데도 개수대 화장실 등 깨끗하고 매너타임 잘 지켜져서 아이 어른 모두 애정하는 곳입니다",1
451,"가마실캠핑장",4.71," 낚시도 잘 되고 관리를 너무 잘 해주시니 매번 가마실만 가게 되네요",1
452,"가마실캠핑장",4.71," 깨끗해요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
453,"가마실캠핑장",4.71,"금 금요 번째 방문인증 수단예약 하늘땅바라기 리뷰 사진 팔로우 객실명 파쇄석 차박가능 이용 방법 예약 후목적 여행동행 아이 아이들이 낚시 체험도 할 수 있고 캠핑장이 너무 깨끗해서 좋았어요 어린이날 비가와서 행사 못하겠구나 싶었는데 모든행사를 다 진행해주시고 상품도 푸짐했어요 아이들이 비가와서 아쉬웠을 여행이였는데 가마실캠핑장에서 너무 좋은 추억만들었어요 너무 감사드려요 주변 지인한테 짐 강추하고 있어요 또 놀러갈께요 깨끗해요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
454,"가마실캠핑장",4.71,"토 토요 번째 방문인증 수단예약 리뷰 사진 팔로우 객실명 파쇄석 차박가능 목적 여행동행 연인 배우자 아이 여 만에 잊었던 가재도 잡아보고 아이도 가재첨 잡고 밤에 등유 모질라서 걱정했는대 도와주셔서 감사했습니다 깨끗해요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
455,"가마실캠핑장",4.71,"토 토요 번째 방문인증 수단예약 으앙 리뷰 사진 팔로우 객실명 박전용 파쇄석 목적 여행동행 연인 배우자 캠장님도 너무 잘 대해주시고 뷰도 너무 예쁜 벚꽃캠 박 동안 아무도 없어서 전세캠 즐기고왔습니다",1
456,"가마실캠핑장",4.71," 너무 좋았어요 깨끗해요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 명 방문 ",1
457,"가마실캠핑장",4.71," 요 번째 방문인증 수단예약 초보아빠 리뷰 사진 팔로우 객실명 박전용 파쇄석 가을풍경도 너무 멋졌고 할로원이벤트도 재밌었어요 분명 또 가고싶은 캠핑장이에요 참 저희 아이들은 살인데 그 또래친구들도 많이 오시는것 같더라고요",1
458,"가마실캠핑장",4.71," 안전하게 또래끼리 잼있게 노는것도 좋았거든요 조용히 쉬기 좋아요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
459,"가마실캠핑장",4.71,"금 금요 번째 방문인증 수단예약 지니 리뷰 사진 팔로우 객실명 파쇄석 차박가능 첫 캠핑인데 기대보다 더 좋았어요 낚시터가 있는 캠핑장이라길래 낚시만 하고올까하다가 캠핑까지 하고왔어요 캠핑 초보인 저희를 위해서 처음부터 끝까지 사장님 부부께서 신경을 많이 써주셨어요 덕분에 너무 즐거운 경험이었어요 시설 다 깨끗하고 잘 관리가 되어있고 오시는 분들도 다 조용하시고 애기들이 많지만 전혀 소란스럽지 않았어요",1
460,"가마실캠핑장",4.71," 소리도 위생도 예민한 편이라 성급이상 호텔만 숙박하는 사람인데도 전혀 불편하게 느낀 점이 없었습니다",0
461,"가마실캠핑장",4.71," 캠핑장 안에 놀거리가 많아 시간 가는줄 모르고 이틀동안 놀았어요",0
462,"가마실캠핑장",4.71," 낚시터도 저수지라 진짜 물고기를 잡을 수 있고 낚시대도 저렴하게 대여해주시구요 아이들 놀이터랑 방방도 있고 계곡도 있어요 특히 사장님들께서 밤낮으로 돌아다니시며 살펴주셔서 편하게 지낼 수 있었어요 깨끗해요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
463,"가마실캠핑장",4.71,"토 토요 번째 방문인증 수단예약 안녕쭈야 리뷰 사진 팔로우 객실명 파쇄석 자리가 넓어서 좋았어요",1
464,"가마실캠핑장",4.71," 가을이라 낙엽도 떨어져 있어서 뷰도 좋았구요",0
465,"가마실캠핑장",4.71," 화장실",1
466,"가마실캠핑장",4.71,"개수대",1
467,"가마실캠핑장",4.71," 샤워실 깨끗해서 좋았습니다",1
468,"가마실캠핑장",4.71," 또 가고 싶은 캠핑장이네요",1
469,"가마실캠핑장",4.71," 깨끗하고 좋았습니다",1
470,"가마실캠핑장",4.71," 깨끗해요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
471,"가마실캠핑장",4.71,"토 토요 번째 방문인증 수단예약 리뷰 사진 팔로우 객실명 박전용 파쇄석 제천을 좋아하는 캠퍼입니다",1
472,"가마실캠핑장",4.71," 이번에 첨 와봤는데 다른곳에 비해 좋은점을 꼽자면 ",1
473,"가마실캠핑장",4.71,"사이트간격이 많이 넓습니다",1
474,"가마실캠핑장",4.71," 다른곳에비해 ",0
475,"가마실캠핑장",4.71," 배이상 될듯해요",1
476,"가마실캠핑장",4.71,"샤워실에 칸막이가 돼있어요",1
477,"가마실캠핑장",4.71," 시설노후화는 있는편이나 깔끔한편입니다",1
478,"가마실캠핑장",4.71,"저수지낚시터가있어서 사진도 잘나오고 낚시좋아하시는분들이 낚시대가지고와서 하셔두됩니다",1
479,"가마실캠핑장",4.71,"도룡뇽",1
480,"가마실캠핑장",4.71,"가재",1
481,"가마실캠핑장",4.71,"개구리 많아요 체험하기 좋습니다",1
482,"가마실캠핑장",4.71,"공용냉장고 큰게 있어요",1
483,"가마실캠핑장",4.71," 냉장고 없는분들에게 좋아요",1
484,"가마실캠핑장",4.71," 캠지기부부분들 수더분하셔요 다만 아쉬운점은 사이트개수에 비해 트램폴린이 넘 작아서 사고위험이 있어요",1
485,"가마실캠핑장",4.71," 저희아들 발가락 살짝 멍들어왔네요",0
486,"가마실캠핑장",4.71," 전반적으로 만족이라 겨울오기전에 한번더 가려구요",1
487,"가마실캠핑장",4.71," 개수대가 잘 되어있어요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
488,"가마실캠핑장",4.71,"토 토요 번째 방문인증 수단예약 꼬맹이 리뷰 사진 팔로워 팔로우 객실명 박전용 파쇄석 차박가능 갈 때 마다 조용하고 편하게 쉬다가 오기 정말 좋습니다 편히 잘 쉬다가 다시 상으로 복귀했어요 조만간 다시 또 방문하겠습니다 조용히 쉬기 좋아요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
489,"가마실캠핑장",4.71,"금 금요 번째 방문인증 수단예약",1
604,"가족소풍캠핑장",0,"방문 키워드 통계 그래프 예시입니다",0
605,"가족소풍캠핑장",0," 현재 명 참여 명 이상 참여하면 방문 키워드 통계가 공개됩니다 리뷰 쓰기 추천순최신순 정렬 안내 리뷰 클렌징 시스템 작동 중입니다",0
606,"가족소풍캠핑장",0," 남쪽끝섬 리뷰 사진 팔로우 별점 점 친절하세요 관리가 좀 덜된것같긴해요 반응 남기기 반응 남기기 방문 ",1
607,"가족소풍캠핑장",0," 요 번째 방문인증 수단영수증",0
608,"가족쉼터",4.42," 회 명 참여 음식이 맛있어요 이 키워드를 선택한 인원 주차하기 편해요 이 키워드를 선택한 인원 단체모임 하기 좋아요 이 키워드를 선택한 인원 가성비가 좋아요 이 키워드를 선택한 인원 뷰가 좋아요 이 키워드를 선택한 인원 더보기 ",1
609,"가족쉼터",4.42," 개 평점 명 참여 안내 만족도 맛 목적 추천순최신순 정렬 안내 리뷰 클렌징 시스템 작동 중입니다",0
610,"가족쉼터",4.42," 리뷰 사진 팔로우 가족여행 물놀이 하기 좋아요 음식이 맛있어요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
611,"가족쉼터",4.42,"토 토요 번째 방문인증 수단영수증 리뷰 사진 팔로우 좋아요 주차하기 편해요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
612,"가족쉼터",4.42," 요 번째 방문인증 수단영수증 리뷰 사진 팔로우 좋아요 매장이 넓어요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
613,"가족쉼터",4.42," 요 번째 방문인증 수단영수증 투퐝 리뷰 사진 팔로우 맛있어요 음식이 맛있어요 반응 남기기 반응 남기기 방문 ",1
614,"가족쉼터",4.42,"토 토요 번째 방문인증 수단영수증 겨울에 리뷰 사진 팔로워 팔로우 퍼펙 맛있고 시원하고 좋아요 음식이 맛있어요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
615,"가족쉼터",4.42,"토 토요 번째 방문인증 수단영수증 리뷰 사진 팔로워 팔로우 별점 ",1
616,"가족쉼터",4.42," 점 마음도 몸도 가볍게 계곡놀이 가기좋아요 다른곳보다 계곡 깊이나 폭이 놀기좋아서 아이도 어른도 재밌고요 바람넣는기계있고 아이구명도끼도 대여해주셨어요 샤워실도있어서 간단히 물로헹구고나올수있어 편해요 아쉬운 점은 하류라서 이끼가많고 음식 맛 살짝 아쉽고 성수기때는 바쁘셔서 주문이 느리다는 점 정도입니다 그래도 아이들과 하루놀고오기 넘좋아요 주차하기 편해요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
617,"가족쉼터",4.42,"토 토요 번째 방문인증 수단영수증 리뷰 사진 팔로워 팔로우 별점 점 가족들과 놀러가기좋고 음식도 맛있어요 무엇보다 계곡이 바로 밑에있어서좋아요 주차하기 편해요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
618,"가족쉼터",4.42,"금 금요 번째 방문인증 수단영수증",0
702,"가평 물골숲 계곡 캠핑장",4.58," 회 명 참여 깨끗해요 이 키워드를 선택한 인원 조용히 쉬기 좋아요 이 키워드를 선택한 인원 화장실이 잘 되어있어요 이 키워드를 선택한 인원 온수가 잘 나와요 이 키워드를 선택한 인원 뷰가 좋아요 이 키워드를 선택한 인원 더보기 ",1
703,"가평 물골숲 계곡 캠핑장",4.58," 개 평점 명 참여 안내 추천순최신순 정렬 안내 리뷰 클렌징 시스템 작동 중입니다",0
704,"가평 물골숲 계곡 캠핑장",4.58," 디지로그 리뷰 사진 팔로우 동영상 썸네 객실명 물푸레나무 목적 데이트 나들이 여행동행 연인 배우자 아내와 두번째 방문 우선 사장님이 너무 친절하시고 밤에 춥다며 미흡하게 준비한 저희에게 전기장판도 빌려주셔서 따뜻하게 잘 잤습니다",1
705,"가평 물골숲 계곡 캠핑장",4.58," 사이트당 간격이 그리 넓지는 않지만 계곡소리에 소음도 많이 안들리고 매너 타임을 주변분들이 잘 지켜주셔서 잘 잤습니다",1
706,"가평 물골숲 계곡 캠핑장",4.58," 저희는 주기적으로 방문 할 것 같습니다",1
707,"가평 물골숲 계곡 캠핑장",4.58," 계곡 소리만으로도 너무 좋고 비록 주변에 볼게 부족하지만 전 계곡만으로도 너무 좋네요 조만간 또 뵈여 뷰가 좋아요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
708,"가평 물골숲 계곡 캠핑장",4.58,"토 토요 번째 방문인증 수단예약 때봉아빠 리뷰 사진 팔로우 객실명 벚꽃 이용 방법 예약 후목적 나들이 가족모임동행 아이 사이트도 넓고 물소리 좋고 공기좋고 사장님 좋으시고 모든게 다 좋은 곳입니다 기회되면 또 가고 싶은데 예약하기 힘들어요 담에 다시 방문하겠습니다 깨끗해요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
709,"가평 물골숲 계곡 캠핑장",4.58,"목 목요 번째 방문인증 수단예약 전차병 리뷰 사진 팔로우 객실명 소나무 목적 나들이 여행동행 연인 배우자 반려동물 처음 방문 입니다 깨끗하고 아주 굿 입니다 아주 자주 이용 할듯 십습니다 조용히 쉬기 좋아요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
710,"가평 물골숲 계곡 캠핑장",4.58,"토 토요 번째 방문인증 수단예약 젠느 리뷰 사진 팔로우 객실명 라 락 목적 여행동행 연인 배우자 아이 초록초록하니 너무 잘쉬다 왔어요 얕은 계곡에서 올챙이도 잡고 방방이도 타고 주인아주머니도 너무 친절하세요 화장실이랑 개수대 관리도 잘되네요 온수가 잘 나와요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
711,"가평 물골숲 계곡 캠핑장",4.58,"토 토요 번째 방문인증 수단예약 수염씨 리뷰 사진 팔로워 테마 팔로우 동영상 썸네 사이트 간격 넓은 편이고 조용히 쉬고가기 좋아요 도로가 바로 옆이지만 밤엔 차가 거의 안다녀서 조용함 아이들 노는 트램펄린도 있고 순하고 큰 멍멍이도 있어요 사장님들도 아주 친절하시고 샤워장 개별 칸막이 다 있고 화장실 깨끗 온수 잘나오구요 관리 잘되는 곳임 재방문각 뷰가 좋아요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
712,"가평 물골숲 계곡 캠핑장",4.58,"토 토요 번째 방문인증 수단예약 허동근 리뷰 사진 팔로우 객실명 벚꽃 목적 친목동행 친구 비가 안와서 계곡물이 많지않았지만",1
713,"가평 물골숲 계곡 캠핑장",4.58,"새소리 물소리",0
714,"가평 물골숲 계곡 캠핑장",4.58," 힐링하고갑니다 뷰가 좋아요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
715,"가평 물골숲 계곡 캠핑장",4.58,"목 목요 번째 방문인증 수단예약 천 행복 리뷰 사진 팔로워 팔로우 객실명 목련 이용 방법 예약 후 두번째 방문 여전히 사장님 친절하시고 항상 매너타임 잘 지켜지는 곳이에요 온수가 잘 나와요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
716,"가평 물골숲 계곡 캠핑장",4.58,"금 금요 번째 방문인증 수단예약 리하맘 리뷰 사진 테마 팔로우 객실명 계곡뷰 카라반 목적 가족모임동행 아이 매너타임이 잘 지켜져요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
717,"가평 물골숲 계곡 캠핑장",4.58,"토 토요 번째 방문인증 수단예약 벨라제이 리뷰 사진 팔로우 객실명 벚꽃 목적 가족모임동행 아이 아이랑 함께 캠핑하기 좋네요 뷰가 좋아요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
718,"가평 물골숲 계곡 캠핑장",4.58,"화 화요 번째 방문인증 수단예약 리뷰 사진 팔로우 동영상 썸네 객실명 계곡작은자리 ",1
719,"가평 물골숲 계곡 캠핑장",4.58," 목적 여행동행 연인 배우자 깨끗해요 개의 리뷰가 더 있습니다펼쳐보기 반응 남기기 반응 남기기 방문 ",1
720,"가평 물골숲 계곡 캠핑장",4.58," 요 번째 방문인증 수단예약",1
